jahr;geschlecht;altersklasse;disziplin;leistung;wind;name;geburtsjahr;verein;datum;ort
2017;W;Frauen;200 m;22,64;+1,7;Lisa Mayer;1996;Sprintteam Wetzlar;27.05.; Weinheim
2017;W;Frauen;200 m;22,65;-0,8;Laura Mueller;1995;LC Rehlingen;09.07.; Erfurt
2017;W;Frauen;200 m;22,76;+1,1;Rebekka Haase;1993;LV 90 Erzgebirge;18.06.; Stockholm/SWE
2017;W;Frauen;200 m;22,93;-0,8;Nadine Gonska;1990;MTG Mannheim;09.07.; Erfurt
2017;W;Frauen;200 m;23,04;-0,2;Gina Lueckenkemper;1996;LG Olympia Dortmund;03.06.; Oordegem/BEL
2017;W;Frauen;200 m;23,13;-0,8;Lara Matheis;1992;TSG Giessen-Wieseck;09.07.; Erfurt
2017;W;Frauen;200 m;23,26;-0,8;Jessica Bianca Wessolly;1996;MTG Mannheim;09.07.; Erfurt
2017;W;Frauen;200 m;23,27;+0,3;Carolin Schaefer;1991;LG Eintracht Frankfurt;24.06.; Ratingen
2017;W;Frauen;200 m;23,35;+1,5;Sophia Junk;1999;LG Rhein/Wied;05.08.; Ulm
2017;W;Frauen;200 m;23,49;-1,0;Katrin Fehm;1998;ESV Amberg;22.07.; Grosseto/ITA
2017;W;Frauen;200 m;23,51;-0,7;Talea Prepens;2001;TV Cloppenburg;16.07.; Nairobi/KEN
2017;W;Frauen;200 m;23,55;+1,9;Alena Kaltenmaier;1994;SG Walldorf Astoria;25.06.; Mannheim
2017;W;Frauen;200 m;23,62;+0,7;Claudia Salman-Rath;1986;LG Eintracht Frankfurt;27.05.; Goetzis/AUT
2017;W;Frauen;200 m;23,64;-0,8;Tiffany Eidner;1997;Bad Lobenstein TC;09.07.; Erfurt
2017;W;Frauen;200 m;23,73;+1,5;Jennifer Montag;1998;TSV Bayer 04 Leverkusen;05.08.; Ulm
2017;W;Frauen;200 m;23,80;+0,9;Lisa Marie Kwayie;1996;Neukoellner SF;18.06.; Leverkusen
2017;W;Frauen;200 m;23,88;-3,5;Tatjana Pinto;1992;LC Paderborn;25.06.; Bottrop
2017;W;Frauen;200 m;23,89;+0,6;Corinna Schwab;1999;TV Amberg;17.06.; Ingolstadt
2017;W;Frauen;200 m;23,89;+0,3;Mareike Arndt;1992;TSV Bayer 04 Leverkusen;24.06.; Ratingen
2017;W;Frauen;200 m;23,89;-1,3;Svea Kittner;1993;SV Werder Bremen;09.07.; Erfurt
2017;W;Frauen;200 m;23,90;+0,1;Inna Weit;1988;LC Paderborn;03.06.; Gladbeck
2017;W;Frauen;200 m;23,90;-0,3;Josefina Elsler;1991;LC Paderborn;09.07.; Erfurt
2017;W;Frauen;200 m;23,92;+1,4;Lisa Nippgen;1997;LAZ Ludwigsburg;18.06.; Leverkusen
2017;W;Frauen;200 m;23,93;-0,3;Marie Harzer;1997;USC Mainz;09.07.; Erfurt
2017;W;Frauen;200 m;24,04;-0,5;Jackie Baumann;1995;LAV Stadtwerke Tuebingen;20.05.; Tuebingen
2017;W;Frauen;200 m;24,10;-0,5;Meike Gerlach;1998;TV Gladbeck;09.07.; Erfurt
2017;W;Frauen;200 m;24,11;+2,0;Louisa Grauvogel;1996;LG Saar 70;12.05.; Columbia/USA
2017;W;Frauen;200 m;24,17;+0,2;Svea Koehrbrueck;1993;SCC Berlin;23.06.; Berlin
2017;W;Frauen;200 m;24,17;+1,5;Lisa Gruenert;1998;LV 90 Erzgebirge;05.08.; Ulm
2017;W;Frauen;200 m;24,22;-0,9;Jessica Roos;1994;LG Rhein/Wied;25.05.; Trier
2017;W;Frauen;200 m;24,32;+0,4;Carolina Krafzik;1995;VfL Sindelfingen;28.05.; Heilbronn
2017;W;Frauen;200 m;24,34;+0,8;Alena Gerken;1994;SCC Berlin;20.05.; Berlin
2017;W;Frauen;200 m;24,35;+1,2;Lisa Sophie Hartmann;1999;Spvgg Renningen;30.07.; Ingolstadt
2017;W;Frauen;200 m;24,36;-1,0;Lena Naumann;1994;LT DSHS Koeln;13.05.; Wetzlar
2017;W;Frauen;200 m;24,37;-0,3;Marilena Scharff;1992;LG Olympia Dortmund;09.07.; Erfurt
2017;W;Frauen;200 m;24,37;+0,2;Amelie Dierke;2000;Werdener TB;06.08.; Ulm
2017;W;Frauen;200 m;24,39;+1,5;Teresa Bubel;1999;LAZ Saar 05 Saarbruecken;05.08.; Ulm
2017;W;Frauen;200 m;24,40;+0,5;Marina Scherzl;1999;LG Kreis Dachau;23.07.; Augsburg
2017;W;Frauen;200 m;24,41;-1,0;Christine Salterberg;1994;LT DSHS Koeln;13.05.; Wetzlar
2017;W;Frauen;200 m;24,42;+1,2;Carolin Klupsch;1996;SSC Vellmar;30.07.; Ingolstadt
2017;W;Frauen;200 m;24,47;+0,2;Chiara Schimpf;2000;Dresdner SC 1898;06.08.; Ulm
2017;W;Frauen;200 m;24,48;-0,2;Lea Ahrens;1998;LAV 07 Bad Harzburg;20.05.; Bremen
2017;W;Frauen;200 m;24,50;+0,8;Nele Halliant;1997;LV 90 Erzgebirge;18.06.; Leverkusen
2017;W;Frauen;200 m;24,52;+0,4;Celina Kraenzle;1997;MTG Mannheim;28.05.; Heilbronn
2017;W;Frauen;200 m;24,52;-1,4;Julia Hofer;1996;1.FC Passau;16.07.; Regensburg
2017;W;Frauen;200 m;24,52;-0,2;Neele Schuten;1999;TV Gladbeck;29.07.; Rhede
2017;W;Frauen;400 m;51,72;;Ruth Sophia Spelmeyer;1990;VfL Oldenburg;08.07.; Erfurt
2017;W;Frauen;400 m;52,04;;Laura Mueller;1995;LC Rehlingen;23.06.; Lille/FRA
2017;W;Frauen;400 m;52,51;;Nadine Gonska;1990;MTG Mannheim;18.07.; Bellinzona/SUI
2017;W;Frauen;400 m;52,76;;Svea Koehrbrueck;1993;SCC Berlin;09.07.; Erfurt
2017;W;Frauen;400 m;52,84;;Lara Hoffmann;1991;LT DSHS Koeln;09.07.; Erfurt
2017;W;Frauen;400 m;52,85;;Carolin Walter;1988;TSV Bayer 04 Leverkusen;09.07.; Erfurt
2017;W;Frauen;400 m;53,09;;Corinna Schwab;1999;TV Amberg;22.07.; Grosseto/ITA
2017;W;Frauen;400 m;53,24;;Hannah Mergenthaler;1997;MTG Mannheim;18.06.; Leverkusen
2017;W;Frauen;400 m;53,29;;Christina Hering;1994;LG Stadtwerke Muenchen;03.06.; Muenchen
2017;W;Frauen;400 m;53,56;;Daniela Daubner;1990;LG Neckar/Enz;24.06.; Mannheim
2017;W;Frauen;400 m;53,63;;Lea Ahrens;1998;LAV 07 Bad Harzburg;10.06.; Regensburg
2017;W;Frauen;400 m;53,69;;Vanessa Aniteye;1998;Hamburger SV;18.06.; Leverkusen
2017;W;Frauen;400 m;53,81;;Inna Weit;1988;LC Paderborn;09.07.; Erfurt
2017;W;Frauen;400 m;53,83;;Lena Naumann;1994;LT DSHS Koeln;29.07.; Rhede
2017;W;Frauen;400 m;53,86;;Djamila Boehm;1994;ART Duesseldorf;02.08.; Pfungstadt
2017;W;Frauen;400 m;53,88;;Alena Gerken;1994;SCC Berlin;08.07.; Erfurt
2017;W;Frauen;400 m;53,96;;Laura Marx;1997;LT DSHS Koeln;18.06.; Leverkusen
2017;W;Frauen;400 m;54,00;;Nelly Schmidt;1997;LT DSHS Koeln;27.05.; Oordegem/BEL
2017;W;Frauen;400 m;54,00;;Brenda Cataria-Byll;2001;CLV Siegerland;05.08.; Ulm
2017;W;Frauen;400 m;54,08;;Tabea Marie Kempe;1997;TSV Bayer 04 Leverkusen;08.07.; Erfurt
2017;W;Frauen;400 m;54,20;;Hendrikje Richter;1997;SCC Berlin;18.06.; Leverkusen
2017;W;Frauen;400 m;54,23;;Alica Schmidt;1998;MTV Ingolstadt;01.07.; Mannheim
2017;W;Frauen;400 m;54,26;;Karolina Pahlitzsch;1994;SV Preussen Berlin;25.06.; Berlin
2017;W;Frauen;400 m;54,34;;Sophia Sommer;1995;TV Bahlingen;08.07.; Erfurt
2017;W;Frauen;400 m;54,41;;Marie Scheppan;2001;LC Cottbus;10.06.; Regensburg
2017;W;Frauen;400 m;54,44;;Elena Kelety;1999;Koenigsteiner LV;06.08.; Ulm
2017;W;Frauen;400 m;54,46;;Felicitas Ulmer;1993;LT DSHS Koeln;27.05.; Oordegem/BEL
2017;W;Frauen;400 m;54,50;;Meike Gerlach;1998;TV Gladbeck;06.08.; Ulm
2017;W;Frauen;400 m;54,71;;Michelle Janiak;1998;VfL Eintracht Hannover;06.08.; Ulm
2017;W;Frauen;400 m;54,75;;Maike Schachtschneider;1994;TV Wattenscheid 01;08.07.; Erfurt
2017;W;Frauen;400 m;54,88;;Jana Reinert;1998;LG Region Karlsruhe;28.05.; Heilbronn
2017;W;Frauen;400 m;54,93;;Ann-Kathrin Kopf;1996;TSV Otterndorf;17.06.; Leverkusen
2017;W;Frauen;400 m;54,98;;Luisa Valeske;1994;LAZ Saar 05 Saarbruecken;10.06.; Saarbruecken
2017;W;Frauen;400 m;55,01;;Laura Kaufmann;2000;LG Ohra Energie;24.06.; Schweinfurt
2017;W;Frauen;400 m;55,27;;Christine Salterberg;1994;LT DSHS Koeln;03.06.; Gladbeck
2017;W;Frauen;400 m;55,28;;Mona Mayer;2001;MTV Ingolstadt;05.08.; Ulm
2017;W;Frauen;400 m;55,40;;Anna-Sophie Bellerich;1995;SC Roennau 74;17.06.; Leverkusen
2017;W;Frauen;400 m;55,40;;Johanna Berrens;2000;Koenigsteiner LV;05.08.; Ulm
2017;W;Frauen;400 m;55,46;;Hanna-Marie Studzinski;1997;Eintracht Hildesheim;17.06.; Leverkusen
2017;W;Frauen;400 m;55,60;;Luna Bulmahn;1999;VfL Eintracht Hannover;10.06.; Regensburg
2017;W;Frauen;400 m;55,64;;Lucy Steinmeyer;1999;LBV Phoenix Luebeck;10.06.; Regensburg
2017;W;Frauen;400 m;55,67;;Marilena Scharff;1992;LG Olympia Dortmund;25.05.; Kassel
2017;W;Frauen;400 m;55,69;;Lea Kahlert;1999;USC Mainz;10.06.; Regensburg
2017;W;Frauen;400 m;55,72;;Laura Glaesner;1996;VfL Eintracht Hannover;25.06.; Berlin
2017;W;Frauen;400 m;55,72;;Tanja Spill;1995;LAV Bayer Uerdingen/Dormagen;29.06.; Dormagen
2017;W;Frauen;400 m;56,01;;Jessica-Bianca Wessolly;1996;MTG Mannheim;05.06.; Heidelberg
2017;W;Frauen;400 m;56,04;;Maren Silies;1992;SC Preussen Muenster;29.07.; Rhede
2017;W;Frauen;400 m;56,06;;Judith Entzeroth;1996;MTV Kronberg;11.06.; Regensburg
2017;W;Frauen;400 m;56,13;;Maren Smoljuk;2001;SC Magdeburg;13.05.; Haldensleben
2017;W;Frauen;400 m;56,16;;Franziska Wahl;1990;LAC Quelle Fuerth;25.05.; Erding
2017;W;Frauen;400 m;56,16;;Katrin Schmidt;1995;LT DSHS Koeln;18.06.; Leverkusen
2017;W;Frauen;400 m;54,64;;Aauri Lorena Bokesa;1988;LG Stadtwerke Muenchen;03.06.; Muenchen
2017;W;Frauen;800 m;1:59,65;;Konstanze Klosterhalfen;1997;TSV Bayer 04 Leverkusen;03.06.; Pfungstadt
2017;W;Frauen;800 m;2:00,77;;Christina Hering;1994;LG Stadtwerke Muenchen;18.07.; Bellinzona/SUI
2017;W;Frauen;800 m;2:03,09;;Gesa Felicitas Krause;1992;Silvesterlauf Trier;06.09.; Pfungstadt
2017;W;Frauen;800 m;2:04,06;;Katharina Trost;1995;LG Stadtwerke Muenchen;30.06.; Neustadt
2017;W;Frauen;800 m;2:04,19;;Tanja Spill;1995;LAV Bayer Uerdingen/Dormagen;22.07.; Heusden/BEL
2017;W;Frauen;800 m;2:04,65;;Annemarie Schwanz;1993;SC Neubrandenburg;14.04.; Azusa/USA
2017;W;Frauen;800 m;2:04,67;;Jana Reinert;1998;LG Region Karlsruhe;19.05.; Karlsruhe
2017;W;Frauen;800 m;2:05,00;;Mareen Kalis;1997;LG Stadtwerke Muenchen;20.05.; Tuebingen
2017;W;Frauen;800 m;2:05,25;;Alina Ammann;1998;TuS Esingen;27.05.; Oordegem/BEL
2017;W;Frauen;800 m;2:05,25;;Julia Kick;1990;LG Telis Finanz Regensburg;22.07.; Augsburg
2017;W;Frauen;800 m;2:05,54;;Claudia Salman-Rath;1986;LG Eintracht Frankfurt;28.05.; Goetzis/AUT
2017;W;Frauen;800 m;2:06,12;;Lena Klaassen;1991;TSV Bayer 04 Leverkusen;05.06.; Rehlingen
2017;W;Frauen;800 m;2:06,25;;Joana Staub;1998;LC Rehlingen;05.06.; Rehlingen
2017;W;Frauen;800 m;2:06,70;;Christina Zwirner;1992;TV Wattenscheid 01;02.06.; Nijmegen/NED
2017;W;Frauen;800 m;2:06,72;;Denise Krebs;1987;TV Wattenscheid 01;22.07.; Koeln
2017;W;Frauen;800 m;2:06,82;;Stella Kubasch;1992;LG Telis Finanz Regensburg;11.08.; Utrecht/NED
2017;W;Frauen;800 m;2:06,93;;Martha Sauter;1990;LG Nord Berlin;30.06.; Neustadt
2017;W;Frauen;800 m;2:06,94;;Majtie Kolberg;1999;LG Kreis Ahrweiler;06.08.; Ulm
2017;W;Frauen;800 m;2:07,57;;Laura Hansen;1990;LG Olympia Dortmund;02.08.; Pfungstadt
2017;W;Frauen;800 m;2:07,78;;Alina Schoenherr;2000;LAC Erfurt;03.06.; Pfungstadt
2017;W;Frauen;800 m;2:07,83;;Sarah Schmidt;1996;TSV Bayer 04 Leverkusen;19.05.; Karlsruhe
2017;W;Frauen;800 m;2:08,20;;Emma Josephina Staehr;1996;SG Motor Gohlis-Nord Leipzig;13.05.; San Francis./USA
2017;W;Frauen;800 m;2:08,31;;Maren Orth;1990;LG Telis Finanz Regensburg;19.05.; Karlsruhe
2017;W;Frauen;800 m;2:08,53;;Elena Burkard;1992;LG farbtex Nordschwarzwald;22.07.; Mannheim
2017;W;Frauen;800 m;2:08,57;;Sophia Volkmer;2002;LG Wetzlar;13.08.; Bremen
2017;W;Frauen;800 m;2:08,64;;Antje Pfueller;2002;LG Region Karlsruhe;12.08.; Bremen
2017;W;Frauen;800 m;2:08,80;;Christine Gess;1994;LG Stadtwerke Muenchen;09.07.; Erfurt
2017;W;Frauen;800 m;2:08,99;;Rebekka Ackers;1990;TSV Bayer 04 Leverkusen;09.07.; Erfurt
2017;W;Frauen;800 m;2:09,02;;Lena Posniak;2001;LAC Erfurt;10.06.; Regensburg
2017;W;Frauen;800 m;2:09,04;;Gina Daubenfeld;1991;SG Schorndorf;19.07.; Koengen
2017;W;Frauen;800 m;2:09,26;;Isabella Kuhn;1996;SV Molbergen;18.06.; Leverkusen
2017;W;Frauen;800 m;2:09,34;;Ariane Ballner;1996;SC Roennau 74;01.04.; Stanford/USA
2017;W;Frauen;800 m;2:09,43;;Diana Sujew;1990;LG Eintracht Frankfurt;25.05.; Kassel
2017;W;Frauen;800 m;2:09,69;;Lara Tortell;2001;TV Rendel;24.06.; Schweinfurt
2017;W;Frauen;800 m;2:09,74;;Laura Vierbaum;1993;TSV Bayer 04 Leverkusen;22.07.; Koeln
2017;W;Frauen;800 m;2:10,00;;Kira von Ehren;1995;LAV Bayer Uerdingen/Dormagen;25.05.; Koeln
2017;W;Frauen;800 m;2:10,11;;Patricia de Graat;1998;LG Olympia Dortmund;03.06.; Pfungstadt
2017;W;Frauen;800 m;2:10,23;;Celine Noack;1998;Dresdner SC 1898;10.06.; Regensburg
2017;W;Frauen;800 m;2:10,24;;Anna Schoesser;2001;HTG Bad Homburg;24.06.; Schweinfurt
2017;W;Frauen;800 m;2:10,24;;Lara Gebel;2000;LG Ohra Energie;05.08.; Ulm
2017;W;Frauen;800 m;2:10,28;;Franziska Kaeppler;1999;LG Olympia Dortmund;02.07.; Mannheim
2017;W;Frauen;800 m;2:10,60;;Franziska Jakobs;1999;ART Duesseldorf;02.07.; Mannheim
2017;W;Frauen;800 m;2:10,64;;Ashley Deckert;1991;TV Zell a.N.;05.07.; Riederich
2017;W;Frauen;800 m;2:10,68;;Louisa Fischer;2001;LG Kreis Dachau;22.07.; Augsburg
2017;W;Frauen;800 m;2:10,69;;Denise Schumacher;1994;FC Schalke 04;15.07.; Ninove/BEL
2017;W;Frauen;800 m;2:10,72;;Susan Robb;1992;LAV Bayer Uerdingen/Dormagen;29.06.; Dormagen
2017;W;Frauen;800 m;2:10,82;;Vera Coutellier;1995;ASV Koeln;05.06.; Rehlingen
2017;W;Frauen;800 m;2:10,88;;Sarah Fleur Schulze;1999;TuS Wunstorf;11.06.; Goettingen
2017;W;Frauen;800 m;2:10,97;;Liane Weidner;1997;SCC Berlin;10.06.; Brandenburg
2017;W;Frauen;1500 m;3:58,92;;Konstanze Klosterhalfen;1997;TSV Bayer 04 Leverkusen;27.08.; Berlin
2017;W;Frauen;1500 m;4:04,15;;Hanna Klein;1993;SG Schorndorf;22.07.; Heusden/BEL
2017;W;Frauen;1500 m;4:08,17;;Diana Sujew;1990;LG Eintracht Frankfurt;02.07.; Neustadt
2017;W;Frauen;1500 m;4:10,28;;Gesa Felicitas Krause;1992;Silvesterlauf Trier;11.06.; Hengelo/NED
2017;W;Frauen;1500 m;4:10,90;;Julia Kick;1990;LG Telis Finanz Regensburg;09.07.; Erfurt
2017;W;Frauen;1500 m;4:10,92;;Elena Burkard;1992;LG farbtex Nordschwarzwald;09.07.; Erfurt
2017;W;Frauen;1500 m;4:10,93;;Annemarie Schwanz;1993;SC Neubrandenburg;08.06.; Eugene/USA
2017;W;Frauen;1500 m;4:13,11;;Alina Reh;1997;SSV Ulm 1846;26.07.; Bietigheim
2017;W;Frauen;1500 m;4:13,21;;Denise Krebs;1987;TV Wattenscheid 01;09.07.; Erfurt
2017;W;Frauen;1500 m;4:14,41;;Katharina Trost;1995;LG Stadtwerke Muenchen;09.07.; Erfurt
2017;W;Frauen;1500 m;4:14,75;;Maren Orth;1990;LG Telis Finanz Regensburg;20.05.; Tuebingen
2017;W;Frauen;1500 m;4:14,79;;Caterina Granz;1994;LG Nord Berlin;09.07.; Erfurt
2017;W;Frauen;1500 m;4:18,61;;Jana Sussmann;1990;LT Haspa-Marathon Hamburg;16.08.; Winsen
2017;W;Frauen;1500 m;4:18,99;;Miriam Dattke;1998;LG Telis Finanz Regensburg;18.06.; Leverkusen
2017;W;Frauen;1500 m;4:19,68;;Joana Staub;1998;LC Rehlingen;21.07.; Grosseto/ITA
2017;W;Frauen;1500 m;4:19,95;;Lena Klaassen;1991;TSV Bayer 04 Leverkusen;23.06.; Leverkusen
2017;W;Frauen;1500 m;4:21,35;;Maya Rehberg;1994;SG TSV Kronshagen/Kieler TB;16.08.; Winsen
2017;W;Frauen;1500 m;4:22,15;;Thea Heim;1992;LG Telis Finanz Regensburg;11.06.; Regensburg
2017;W;Frauen;1500 m;4:22,28;;Anna Gehring;1996;SC Itzehoe;03.06.; Zeven
2017;W;Frauen;1500 m;4:22,33;;Vera Coutellier;1995;ASV Koeln;22.07.; Heusden/BEL
2017;W;Frauen;1500 m;4:22,98;;Esther Jacobitz;1997;LAV Bayer Uerdingen/Dormagen;09.07.; Erfurt
2017;W;Frauen;1500 m;4:23,49;;Christine Gess;1994;LG Stadtwerke Muenchen;11.06.; Regensburg
2017;W;Frauen;1500 m;4:23,78;;Patricia de Graat;1998;LG Olympia Dortmund;27.05.; Oordegem/BEL
2017;W;Frauen;1500 m;4:23,82;;Kira von Ehren;1995;LAV Bayer Uerdingen/Dormagen;08.07.; Erfurt
2017;W;Frauen;1500 m;4:23,83;;Mareen Kalis;1997;LG Stadtwerke Muenchen;25.05.; Kassel
2017;W;Frauen;1500 m;4:24,47;;Svenja Pingpank;1996;Hannover Athletics;22.07.; Heusden/BEL
2017;W;Frauen;1500 m;4:24,72;;Marie Burchard;1997;TC Fiko Rostock;10.06.; Regensburg
2017;W;Frauen;1500 m;4:24,90;;Mares-Elaine Strempler;1986;LG Telis Finanz Regensburg;08.07.; Erfurt
2017;W;Frauen;1500 m;4:24,98;;Christina Gerdes;1995;Hamburger SV;09.06.; Osterode
2017;W;Frauen;1500 m;4:25,62;;Lea Meyer;1997;VfL Loeningen;12.05.; Utrecht/NED
2017;W;Frauen;1500 m;4:26,00;;Corinna Harrer;1991;LG Telis Finanz Regensburg;03.06.; Pfungstadt
2017;W;Frauen;1500 m;4:26,55;;Ashley Deckert;1991;TV Zell a.N.;11.06.; Regensburg
2017;W;Frauen;1500 m;4:26,75;;Susan Robb;1992;LAV Bayer Uerdingen/Dormagen;11.06.; Regensburg
2017;W;Frauen;1500 m;4:26,78;;Antje Pfueller;2002;LG Region Karlsruhe;10.06.; Regensburg
2017;W;Frauen;1500 m;4:27,42;;Jana Reinert;1998;LG Region Karlsruhe;30.04.; Karlsbad
2017;W;Frauen;1500 m;4:28,11;;Anne Wallebohr;1987;LAG Mittlere Isar;11.06.; Regensburg
2017;W;Frauen;1500 m;4:28,42;;Anna Karina Becker;1990;VfL Sindelfingen;11.06.; Regensburg
2017;W;Frauen;1500 m;4:28,45;;Melina Gryschka;1994;Hannover 96;01.04.; Austin/USA
2017;W;Frauen;1500 m;4:28,54;;Ariane Ballner;1996;SC Roennau 74;22.04.; Stanford/USA
2017;W;Frauen;1500 m;4:28,79;;Liane Weidner;1997;SCC Berlin;03.06.; Pfungstadt
2017;W;Frauen;1500 m;4:28,81;;Felicia Koerner;1996;LG Sempt;08.04.; Fairfax/USA
2017;W;Frauen;1500 m;4:28,83;;Cornelia Griesche;1993;LG Telis Finanz Regensburg;17.06.; Ingolstadt
2017;W;Frauen;1500 m;4:28,87;;Emmanuelle Gerbeaux;1991;Hannover Athletics;29.07.; Antwerpen/BEL
2017;W;Frauen;1500 m;4:29,23;;Julia Klein;1997;SC DHfK Leipzig;10.06.; Regensburg
2017;W;Frauen;1500 m;4:29,28;;Tatjana Schulte;1997;LG Olympia Dortmund;14.04.; Azusa/USA
2017;W;Frauen;1500 m;4:29,36;;Kerstin Hirscher;1989;TG Viktoria Augsburg;11.06.; Regensburg
2017;W;Frauen;1500 m;4:29,37;;Sarah Hettich;1991;LG Region Karlsruhe;08.07.; Erfurt
2017;W;Frauen;1500 m;4:29,50;;Deborah Schoeneborn;1994;LG Nord Berlin;26.07.; Erfurt
2017;W;Frauen;1500 m;4:29,52;;Tanja Spill;1995;LAV Bayer Uerdingen/Dormagen;25.06.; Bottrop
2017;W;Frauen;3000 m;8:29,89;;Konstanze Klosterhalfen;1997;TSV Bayer 04 Leverkusen;20.08.; Birmingham/GBR
2017;W;Frauen;3000 m;9:01,64;;Hanna Klein;1993;SG Schorndorf;24.06.; Lille/FRA
2017;W;Frauen;3000 m;9:05,28;;Elena Burkard;1992;LG farbtex Nordschwarzwald;19.07.; Koengen
2017;W;Frauen;3000 m;9:20,41;;Thea Heim;1992;LG Telis Finanz Regensburg;21.06.; Karlsfeld
2017;W;Frauen;3000 m;9:22,58;;Maya Rehberg;1994;SG TSV Kronshagen/Kieler TB;07.05.; Kronshagen
