jahr;geschlecht;altersklasse;disziplin;leistung;wind;name;geburtsjahr;verein;datum;ort
2024;W;Frauen;200 m;23,80;0,0;Annika Just;2005;LAC Passau;07.06.2024;Ingolstadt
2024;W;Frauen;200 m;23,80;-0,3;Carolin Bender;2002;SSV Ulm 1846;20.07.2024;Weingarten
2024;W;Frauen;200 m;23,81;-1,0;Line Schroeder;2004;Hamburger SV;30.06.2024;Braunschweig
2024;W;Frauen;200 m;23,85;-0,1;Tatjana Pinto;1992;TV Wattenscheid 01;20.07.2024;Minden
2024;W;Frauen;200 m;23,85;+0,4;Alisha Zwergel;2001;Eintracht Frankfurt;27.07.2024;Muenchen
2024;W;Frauen;200 m;23,85;+0,4;Carolin Schaefer;1991;Eintracht Frankfurt;08.08.2024;Paris (FRA)
2024;W;Frauen;200 m;23,86;-0,8;Elena Schernhardt;2005;LG FESTINA Rupertiwinkel;28.07.2024;Koblenz
2024;W;Frauen;200 m;23,89;+1,1;Rosina Schneider;2004;TV Sulz;09.05.2024;Boennigheim
2024;W;Frauen;200 m;23,89;+2,0;Chelsea Kadiri;2005;Sportclub Magdeburg;09.06.2024;Haldensleben
2024;W;Frauen;200 m;23,89;-0,5;Judith Franzen;1999;TSV Bayer 04 Leverkusen;27.07.2024;Leuven (BEL)
2024;W;Frauen;200 m;23,93;+0,2;Sarina Brockmann;2002;LG Buende-Loehne;24.08.2024;Hannover
2024;W;Frauen;200 m;23,95;-0,5;Alexandra Burghardt;1994;LG Gendorf Wacker Burghausen;15.05.2024;Athen (GRE)
2024;W;Frauen;200 m;23,95;+0,1;Tina Benzinger;2001;LG Stadtwerke Muenchen;25.05.2024;Regensburg
2024;W;Frauen;200 m;23,98;+0,5;Jana Lakner;2000;LG TELIS FINANZ Regensburg;11.05.2024;Clovis CA (USA)
2024;W;Frauen;200 m;23,98;+0,4;Sandrina Sprengel;2004;LG Steinlach-Zollern;18.05.2024;Goetzis (AUT)
2024;W;Frauen;200 m;23,99;-0,4;Celina Kraenzle;1997;SC Voehringen;14.07.2024;Erding
2024;W;Frauen;200 m;24,01;+0,1;Joelina Sophie Miltschus;2004;SC DHfK Leipzig;07.07.2024;Moenchengladbach
2024;W;Frauen;200 m;24,02;-0,1;Malin Stavenow;2001;Eintracht Frankfurt;09.05.2024;Mosbach
2024;W;Frauen;200 m;24,02;+1,0;Mona Mayer;2001;LG TELIS FINANZ Regensburg;18.05.2024;Zofingen (SUI)
2024;W;Frauen;200 m;24,02;+1,2;Cora Kunze;2004;Dresdner SC 1898;07.07.2024;Moenchengladbach
2024;W;Frauen;200 m;24,13;+1,1;Elisa Lechleitner;1999;LAZ Ludwigsburg;09.05.2024;Boennigheim
2024;W;Frauen;200 m;24,14;+1,3;Sherin Kimuanga;2006;SC DHfK Leipzig;02.06.2024;Leipzig
2024;W;Frauen;200 m;24,16;0,0;Jessica Roos;1994;LG Rhein-Wied;09.05.2024;Koeln
2024;W;Frauen;200 m;24,17;-0,3;Keshia Beverly Kwadwo;1999;LC Paderborn;25.05.2024;Hannover
2024;W;Frauen;200 m;24,17;-0,3;Celine Boeer;2005;LG Region Karlsruhe;28.07.2024;Koblenz
2024;W;Frauen;200 m;24,20;-0,1;Sina Kammerschmitt;2003;MTG Mannheim;16.06.2024;Walldorf
2024;W;Frauen;200 m;24,20;-0,8;Johanna Martin;2006;1. LAV Rostock;28.07.2024;Koblenz
2024;W;Frauen;200 m;24,21;-0,8;Mia Louisa Schmitz;2006;USC Mainz;28.07.2024;Koblenz
2024;W;Frauen;400 m;51,63;;Eileen Demes;1997;TV 1861 Neu-Isenburg;26.07.2024;Berlin-Charlottenburg
2024;W;Frauen;400 m;51,72;;Luna Bulmahn;1999;VfL Wolfsburg;26.07.2024;Berlin-Charlottenburg
2024;W;Frauen;400 m;52,08;;Annina Fahr;1993;TUS Gottmadingen;16.07.2024;Luzern (SUI)
2024;W;Frauen;400 m;52,18;;Alica Schmidt;1998;SCC Berlin;29.06.2024;Braunschweig
2024;W;Frauen;400 m;52,36;;Skadi Schier;2000;SCC Berlin;29.06.2024;Braunschweig
2024;W;Frauen;400 m;52,48;;Mona Mayer;2001;LG TELIS FINANZ Regensburg;29.06.2024;Braunschweig
2024;W;Frauen;400 m;52,49;;Johanna Martin;2006;1. LAV Rostock;28.07.2024;Koblenz
2024;W;Frauen;400 m;52,72;;Annkathrin Hoven;2001;TSV Bayer o4 Leverkusen;29.06.2024;Braunschweig
2024;W;Frauen;400 m;52,94;;Pernilla Kramer;1996;VfL Wolfsburg;29.06.2024;Braunschweig
2024;W;Frauen;400 m;52,95;;Karolina Pahlitzsch;1994;LG Nord Berlin;25.05.2024;Regensburg
2024;W;Frauen;400 m;53,17;;Irina Gorr;1997;LG Stadtwerke Muenchen;29.06.2024;Braunschweig
2024;W;Frauen;400 m;53,26;;Brenda Cataria-Byll;2001;LG Olympia Dortmund;29.06.2024;Braunschweig
2024;W;Frauen;400 m;53,43;;Elisa Lechleitner;1999;LAZ Ludwigsburg;29.06.2024;Braunschweig
2024;W;Frauen;400 m;53,46;;Hannah Mergenthaler;1997;MTG Mannheim;29.06.2024;Braunschweig
2024;W;Frauen;400 m;53,52;;Jana Lakner;2000;LG TELIS FINANZ Regensburg;29.06.2024;Braunschweig
2024;W;Frauen;400 m;53,62;;Christina Hering;1994;LG Stadtwerke Muenchen;11.05.2024;Muenchen
2024;W;Frauen;400 m;53,65;;Corinna Schwab;1999;LAC Erdgas Chemnitz;03.02.2024;Germiston (RSA)
2024;W;Frauen;400 m;53,73;;Lisa Sophie Hartmann;1999;VfL Sindelfingen;25.05.2024;Regensburg
2024;W;Frauen;400 m;53,76;;Antonia Giesche;2000;MTG Mannheim;25.05.2024;Regensburg
2024;W;Frauen;400 m;53,98;;Anna-Maria Hofmann;2000;Eintracht Frankfurt;15.06.2024;Walldorf
2024;W;Frauen;400 m;53,99;;Judith Franzen;1999;TSV Bayer 04 Leverkusen;30.08.2024;Dresden
2024;W;Frauen;400 m;54,09;;Vanessa Horn;2002;Ludwigsfelder Leichtathleten;10.05.2024;DeKalb IL (USA)
2024;W;Frauen;400 m;54,17;;Pauline Richter;2007;1. LAV Rostock;01.06.2024;Rostock
2024;W;Frauen;400 m;54,24;;Lena Leege;2004;LAC BERLIN;08.06.2024;Falkensee
2024;W;Frauen;400 m;54,43;;Tessa Srumf;2003;TSV Bayer o4 Leverkusen;25.05.2024;Bruessel (BEL)
2024;W;Frauen;400 m;54,46;;Michelle Janiak;1998;SCC Berlin;01.06.2024;Hamburg
2024;W;Frauen;400 m;54,51;;Luna Fischer;2007;VfL Eintracht Hannover;17.08.2024;Sondershausen
2024;W;Frauen;400 m;54,57;;Rebekka Leslie Babilon;2000;TSV Bayer 04 Leverkusen;25.05.2024;Bruessel (BEL)
2024;W;Frauen;400 m;54,59;;Melanie Boehm;2000;VfL Sindelfingen;10.08.2024;Mannheim
2024;W;Frauen;400 m;54,68;;Yasmin Amaadacho;2003;Garbsener SC;07.08.2024;Langenthal (SUI)
2024;W;Frauen;400 m;54,69;;Elena Kelety;1999;Koenigsteiner LV;18.05.2024;Berlin-Lichterfelde
2024;W;Frauen;400 m;54,82;;Vanessa Aniteye;1998;Hamburger SV;01.06.2024;Hamburg
2024;W;Frauen;400 m;54,82;;Emilia Grahle;2001;Dresdner SC 1898;07.06.2024;Ingolstadt
2024;W;Frauen;400 m;54,92;;Jennifer Hauke;1993;Berlin Track Club;11.05.2024;Muenchen
2024;W;Frauen;400 m;54,92;;Jana Marie Becker;2006;Koenigsteiner LV;14.08.2024;Pfungstadt
2024;W;Frauen;400 m;54,98;;Sonja Keil;1985;LG Augsburg;08.06.2024;Memmingen
2024;W;Frauen;400 m;55,01;;Luisa Herrfurth;2003;VfL Sindelfingen;13.07.2024;Stuttgart
2024;W;Frauen;400 m;55,02;;Nele Renneberg;2001;TV Herkenrath;18.05.2024;Gladbeck
2024;W;Frauen;400 m;55,03;;Victoria Giehler;2001;SC DHfK Leipzig;17.07.2024;Berlin-Charlottenburg
2024;W;Frauen;400 m;55,05;;Djamila Boehm;1994;SCC Berlin;08.06.2024;Falkensee
2024;W;Frauen;400 m;55,08;;Lotta Mage;2004;VfL Sindelfingen;10.08.2024;Mannheim
2024;W;Frauen;400 m;55,19;;Sabrina Heil;2003;Koenigsteiner LV;15.06.2024;Walldorf
2024;W;Frauen;400 m;55,23;;Paula Terhorst;2007;VfL Loeningen;25.05.2024;Hannover
2024;W;Frauen;400 m;55,26;;Anna Becker;2005;LG Stadtwerke Muenchen;28.07.2024;Koblenz
2024;W;Frauen;400 m;55,28;;Lucia Sturm;2002;TSV Moselfeuer Lehmen;14.07.2024;Rhede
2024;W;Frauen;400 m;55,39;;Anouk Krause-Jentsch;2005;Neukoellner SF;17.08.2024;Sondershausen
2024;W;Frauen;400 m;55,41;;Hannah Odendahl;2005;LAV Bayer Uerdingen/Dormagen;29.06.2024;Braunschweig
2024;W;Frauen;100 m Huerden;12,89;+0,6;Ricarda Lobe;1994;MTG Mannheim;29.06.2024;Braunschweig
2024;W;Frauen;100 m Huerden;12,89;+0,8;Rosina Schneider;2004;TV Sulz;14.07.2024;La Chaux-de-Fonds (SUI)
2024;W;Frauen;100 m Huerden;12,93;+1,2;Marlene Meier;2002;TSV Bayer 04 Leverkusen;01.09.2024;Berlin-Charlottenburg
2024;W;Frauen;100 m Huerden;13,01;+2,0;Selina von Jackowski;1997;SG Walldorf Astoria 1902;22.05.2024;Eisenstadt (AUT)
2024;W;Frauen;100 m Huerden;13,09;+0,6;Lia Flotow;2004;1. LAV Rostock;29.06.2024;Braunschweig
2024;W;Frauen;100 m Huerden;13,21;+1,5;Naomi Krebs;2003;LG Stadtwerke Muenchen;23.05.2024;Fayetteville AR (USA)
2024;W;Frauen;100 m Huerden;13,27;+1,9;Monika Zapalska;1994;TV Wattenscheid 01;12.05.2024;Graz (AUT)
2024;W;Frauen;100 m Huerden;13,29;+0,9;Line Schroeder;2004;Hamburger SV;18.05.2024;Zeven
2024;W;Frauen;100 m Huerden;13,31;+1,2;Isabel Mayer;1993;LC Paderborn;19.06.2024;Luettich (BEL)
2024;W;Frauen;100 m Huerden;13,36;+0,7;Katharina Winkler;1996;LG Erlangen;29.06.2024;Braunschweig
2024;W;Frauen;100 m Huerden;13,39;-0,1;Carolin Schaefer;1991;Eintracht Frankfurt;07.06.2024;Rom (ITA)
2024;W;Frauen;100 m Huerden;13,40;+2,0;Helene Hoffmann;2006;Dresdner SC 1898;22.06.2024;Mannheim
2024;W;Frauen;100 m Huerden;13,45;-0,4;Jule Tiltscher;2001;Wiesbadener LV;16.06.2024;Walldorf
2024;W;Frauen;100 m Huerden;13,47;+0,1;Samita Schatz;2006;Pulheimer SC;07.07.2024;Moenchengladbach
2024;W;Frauen;100 m Huerden;13,50;+0,5;Sandrina Sprengel;2004;LG Steinlach-Zollern;22.06.2024;Ratingen
2024;W;Frauen;100 m Huerden;13,54;+0,9;Johanna Paul;2003;Hannover 96;18.05.2024;Zeven
2024;W;Frauen;100 m Huerden;13,54;+0,8;Miriam Sinning;1999;Eintracht Frankfurt;25.05.2024;Regensburg
2024;W;Frauen;100 m Huerden;13,54;+0,7;Lilly Hoffmeister;2002;LAV Bayer Uerdingen/Dormagen;07.07.2024;Moenchengladbach
2024;W;Frauen;100 m Huerden;13,55;+0,9;Hawa Jalloh;2003;Wiesbadener LV;18.05.2024;Zeven
2024;W;Frauen;100 m Huerden;13,56;+0,9;Paula Grauvogel;2003;Cologne Athletics;16.03.2024;Atlanta GA (USA)
2024;W;Frauen;100 m Huerden;13,58;-0,1;Sophie Weissenberg;1997;TSV Bayer 04 Leverkusen;07.06.2024;Rom (ITA)
2024;W;Frauen;100 m Huerden;13,58;+0,6;Johanna Buechs;1995;LG Main-Spessart;14.07.2024;Erding
2024;W;Frauen;100 m Huerden;13,61;+1,1;Amira Never;2004;LAC Erdgas Chemnitz;09.06.2024;Falkensee
2024;W;Frauen;100 m Huerden;13,62;+0,9;Vanessa Hammerschmidt;1998;SCC Berlin;18.05.2024;Zeven
2024;W;Frauen;100 m Huerden;13,62;+0,7;Viktoria Mueller;1996;LG Rhein-Wied;29.06.2024;Braunschweig
2024;W;Frauen;100 m Huerden;13,62;+0,6;Lilly Kunze;2005;Dresdner SC 1898;28.07.2024;Koblenz
2024;W;Frauen;100 m Huerden;13,62;+0,6;Pia Messing;2005;TV Gladbeck 1912;28.07.2024;Koblenz
2024;W;Frauen;100 m Huerden;13,66;+2,0;Nike Praetzel;2003;Hamburger SV;23.03.2024;Baton Rouge LA (USA)
2024;W;Frauen;100 m Huerden;13,67;+0,6;Sandy Sakyi;2006;SV Werder Bremen;28.07.2024;Koblenz
2024;W;Frauen;100 m Huerden;13,69;0,0;Aaliyah-Laetitia Mbenda;2004;TSV Bayer o4 Leverkusen;04.05.2024;Neuwied
2024;W;Frauen;100 m Huerden;13,74;+0,5;Annina Fahr;1993;TUS Gottmadingen;07.09.2024;Genf (SUI)
2024;W;Frauen;100 m Huerden;13,79;+1,6;Emma Kaul;2006;USC Mainz;01.06.2024;Filderstadt-Bernhausen
2024;W;Frauen;100 m Huerden;13,79;+0,5;Madleen Malecki;2003;TV Wattenscheid 01;01.06.2024;Koeln
2024;W;Frauen;100 m Huerden;13,81;+1,5;Millicent Mensah;2005;LAC Quelle Fuerth;22.06.2024;Mannheim
2024;W;Frauen;100 m Huerden;13,81;-1,1;Lilly Empl;2000;SG Motor Gohlis-Nord Leipzig;24.08.2024;Hannover
2024;W;Frauen;100 m Huerden;13,85;-0,7;Vanessa Grimm;1997;Koenigsteiner LV;14.09.2024;Talence (FRA)
2024;W;Frauen;100 m Huerden;13,86;+0,9;Michelle Aulbert;2003;Hannover 96;18.05.2024;Zeven
2024;W;Frauen;100 m Huerden;13,86;+1,0;Aurora Klotz;2007;LC Jena;28.07.2024;Koblenz
2024;W;Frauen;100 m Huerden;13,87;-1,1;Serina Riedel;2003;TSV Zeulenroda;24.08.2024;Hannover
2024;W;Frauen;100 m Huerden;13,91;+1,2;Katharina Flaig;2002;LG Offenburg;22.06.2024;Koblenz
2024;W;Frauen;100 m Huerden;13,92;+1,2;Leona Grimm;2000;LG Staufen;16.06.2024;Walldorf
2024;W;Frauen;100 m Huerden;13,94;+1,8;Nele Zwirner;2003;LG Region Karlsruhe;20.07.2024;Buckenberg (Pforzheim)
2024;W;Frauen;100 m Huerden;13,96;-1,5;Sharleen Klein;2003;LG Region Karlsruhe;07.07.2024;Moenchengladbach
2024;W;Frauen;100 m Huerden;14,00;+1,8;Laury Carilus;2001;LAV Kassel;12.05.2024;Wildeck
2024;W;Frauen;100 m Huerden;14,00;+1,9;Jenna Fee Feyerabend;2002;TV Gross-Gerau;07.06.2024;Eugene OR (USA)
2024;W;Frauen;100 m Huerden;14,00;-1,2;Gesa Tiede;2002;USC Mainz;07.07.2024;Moenchengladbach
2024;W;Frauen;100 m Huerden;14,00;+0,6;Alexandra Scharf;2006;Eintracht Frankfurt;28.07.2024;Koblenz
2024;W;Frauen;100 m Huerden;14,01;-0,1;Melanie Welsing;1999;LAZ Rhede;05.04.2024;Coral Gables FL (USA)
2024;W;Frauen;400 m Huerden;54,80;;Eileen Demes;1997;TV 1861 Neu-Isenburg;24.08.2024;Regensdorf (SUI)
2024;W;Frauen;400 m Huerden;54,86;;Elena Kelety;1999;Koenigsteiner LV;30.08.2024;Dresden
2024;W;Frauen;400 m Huerden;55,58;;Carolina Krafzik;1995;VfL Sindelfingen;09.05.2024;Mosbach
2024;W;Frauen;400 m Huerden;56,49;;Annina Fahr;1993;TUS Gottmadingen;16.06.2024;Sollentuna (SWE)
2024;W;Frauen;400 m Huerden;57,25;;Yasmin Amaadacho;2003;Garbsener SC;03.08.2024;Sint-Niklaas (BEL)
2024;W;Frauen;400 m Huerden;57,35;;Melanie Boehm;2000;VfL Sindelfingen;10.08.2024;Mannheim
2024;W;Frauen;400 m Huerden;57,79;;Karoline Maria Sauer;1997;TSV Gomaringen;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;58,08;;Djamila Boehm;1994;SCC Berlin;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;58,23;;Lotta Mage;2004;VfL Sindelfingen;16.06.2024;Walldorf
2024;W;Frauen;400 m Huerden;58,27;;Sabrina Heil;2003;Koenigsteiner LV;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;58,39;;Lena Leege;2004;LAC BERLIN;25.05.2024;Regensburg
2024;W;Frauen;400 m Huerden;58,67;;Sonja Keil;1985;LG Augsburg;25.05.2024;Regensburg
2024;W;Frauen;400 m Huerden;59,07;;Vivienne Morgenstern;2003;Dresdner SC 1898;30.08.2024;Dresden
2024;W;Frauen;400 m Huerden;59,19;;Anne Braun;2000;LG Kurpfalz;25.05.2024;Regensburg
2024;W;Frauen;400 m Huerden;59,48;;Anouk Krause-Jentsch;2005;Neukoellner SF;28.07.2024;Koblenz
2024;W;Frauen;400 m Huerden;59,50;;Nele Renneberg;2001;TV Herkenrath;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;59,61;;Lena Seifert;1997;LG Nord Berlin;06.07.2024;Berlin-Zehlendorf
2024;W;Frauen;400 m Huerden;59,72;;Jana Lakner;2000;LG TELIS FINANZ Regensburg;14.07.2024;Erding
2024;W;Frauen;400 m Huerden;59,76;;Janne Popp;2004;Koenigsteiner LV;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;59,79;;Ina Ehrmann;2006;LG Dornburg;28.07.2024;Koblenz
2024;W;Frauen;400 m Huerden;59,86;;Franziska Stoehr;2001;LG Region Karlsruhe;13.04.2024;Azusa CA (USA)
2024;W;Frauen;400 m Huerden;59,88;;Alina Sophie Boehm;1996;LC Jena;05.05.2024;Regensburg
2024;W;Frauen;400 m Huerden;60,09;;Katharina Kirchgessner;1990;MTV Luebeck;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;60,10;;Lynn Poeppelmann;2008;TuS Koeln rrh.;06.07.2024;Moenchengladbach
2024;W;Frauen;400 m Huerden;60,13;;Lena Schlag;2000;LG Weissacher Tal;29.06.2024;Braunschweig
2024;W;Frauen;400 m Huerden;60,62;;Liv Grete Buechner;2006;Dresdner SC 1898;16.06.2024;Erfurt-Steigerwald
2024;W;Frauen;400 m Huerden;60,86;;Nadine Reetz;2004;SCC Berlin;26.07.2024;Berlin-Charlottenburg
2024;W;Frauen;400 m Huerden;60,96;;Stine Schmidt;2004;Wellingdorfer TV;12.05.2024;Hamburg
2024;W;Frauen;400 m Huerden;61,03;;Mieke Wuebben;2007;LG Emstal Doerpen;08.06.2024;Hannover
2024;W;Frauen;400 m Huerden;61,03;;Ida Carlotta Schroeder;2008;Hamburger SV;15.06.2024;Rostock
2024;W;Frauen;400 m Huerden;61,07;;Mara Sophie Schmitz;2007;USC Mainz;25.05.2024;Regensburg
2024;W;Frauen;400 m Huerden;61,54;;Nike Praetzel;2003;Hamburger SV;16.03.2024;Ruston LA (USA)
2024;W;Frauen;400 m Huerden;61,87;;Malin Bornemann;2008;TV Wattenscheid 01;06.07.2024;Moenchengladbach
2024;W;Frauen;400 m Huerden;61,91;;Janette Busch;2007;TSV Bayer o4 Leverkusen;26.05.2024;Solingen
2024;W;Frauen;400 m Huerden;61,99;;Sophie Ochmann;2002;TSV Graefelfing;09.06.2024;Friedberg
2024;W;Frauen;400 m Huerden;62,08;;Pia Siedler;2007;VfL Buchloe;27.07.2024;Koblenz
2024;W;Frauen;400 m Huerden;62,17;;Lara Holzhauer;2003;TuS Geretsried;22.03.2024;Spokane WA (USA)
2024;W;Frauen;400 m Huerden;62,20;;Caroline Poeppl;2006;LG TELIS FINANZ Regensburg;05.05.2024;Regensburg
2024;W;Frauen;400 m Huerden;62,30;;Merle Schmidt;2005;VfL Stade;19.05.2024;Zeven
2024;W;Frauen;400 m Huerden;62,31;;Emma Kaul;2006;USC Mainz;13.07.2024;Ingelheim
2024;W;Frauen;400 m Huerden;62,41;;Eva Harr;2001;Eintracht Frankfurt;16.06.2024;Walldorf
2024;W;Frauen;400 m Huerden;62,43;;Rebecca Spiess;2007;VfL Sindelfingen;16.06.2024;Walldorf
2024;W;Frauen;400 m Huerden;62,45;;Johanna Sturm;2004;LG Region Karlsruhe;05.07.2024;Moenchengladbach
2024;W;Frauen;400 m Huerden;62,46;;Annika Kochert;2005;SG Walldorf Astoria 1902;28.07.2024;Koblenz
